Gender,Age,Partner,Dependents,Tenure,Contract Type,Payment Method,Internet Service,Phone Service,Multiple Lines,TV,Streaming,Monthly Charges,Total Charges,Churn
Female,79,No,No,28,One year,Bank transfer,DSL,Yes,No,No,Yes,51.67,1424.57,No
Male,23,No,No,56,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,88.62,4949.1,No
Male,54,Yes,Yes,50,Two year,Credit card,No,Yes,Yes,Yes,No,26.9,1360.12,No
Female,48,No,Yes,4,Month-to-month,Mailed check,No,Yes,No,No,No,24.59,122.87,No
Female,69,Yes,Yes,35,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,71.98,2508.06,No
Female,73,Yes,No,57,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,69.32,3930.66,Yes
Male,51,Yes,No,52,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,72.78,3768.3,No
Male,57,No,Yes,36,One year,Credit card,Fiber optic,Yes,No,No,Yes,69.44,2522.3,No
Female,61,No,No,44,Month-to-month,Mailed check,DSL,No,No,No,No,46.2,2056.3,No
Female,50,Yes,Yes,40,One year,Bank transfer,DSL,Yes,No,No,No,48.98,1965.75,Yes
Male,29,No,No,16,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.92,1395.7,No
Male,44,No,No,40,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,59.75,2363.63,No
Male,32,No,No,48,One year,Electronic check,DSL,Yes,No,Yes,Yes,73.58,3541.28,No
Female,46,No,No,4,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,59.6,254.12,Yes
Male,56,Yes,Yes,50,Two year,Mailed check,Fiber optic,Yes,No,Yes,No,62.79,3142.89,No
Male,30,No,Yes,17,Month-to-month,Electronic check,No,Yes,Yes,Yes,Yes,43.94,751.08,Yes
Male,33,No,No,0,One year,Bank transfer,No,Yes,Yes,Yes,Yes,40.64,0.0,No
Female,69,No,No,54,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,62.33,3389.4,Yes
Male,41,Yes,Yes,28,Month-to-month,Electronic check,DSL,No,No,No,No,51.16,1405.3,No
Male,30,No,No,29,Month-to-month,Bank transfer,No,No,No,Yes,No,32.65,946.48,No
Male,62,No,No,44,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,61.71,2724.34,No
Male,62,Yes,No,40,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,73.39,2958.22,No
Female,69,No,No,44,Month-to-month,Credit card,DSL,Yes,No,No,No,52.52,2332.14,Yes
Male,65,Yes,No,68,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,72.11,4926.29,No
Male,79,Yes,Yes,46,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,77.96,3580.04,Yes
Female,53,Yes,Yes,3,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,83.19,296.04,No
Male,35,No,No,16,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,90.2,1464.96,Yes
Female,71,No,No,32,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,59.75,1904.85,Yes
Female,34,Yes,No,34,Two year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,85.93,2915.78,No
Male,36,No,Yes,26,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,66.39,1741.25,Yes
Female,69,Yes,Yes,13,Two year,Mailed check,No,Yes,Yes,Yes,Yes,43.79,559.86,No
Male,72,Yes,No,7,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,69.24,459.12,Yes
Female,39,No,No,10,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,48.65,488.15,No
Male,63,No,Yes,68,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,86.79,5856.31,No
Female,75,No,Yes,28,One year,Electronic check,DSL,Yes,No,Yes,Yes,61.37,1725.56,No
Female,67,No,No,69,Month-to-month,Electronic check,No,Yes,No,No,No,21.03,1463.59,Yes
Female,18,No,No,24,Two year,Credit card,No,Yes,No,Yes,Yes,41.76,996.88,No
Male,59,Yes,No,22,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,60.59,1356.03,No
Male,28,Yes,No,35,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,75.39,2655.69,Yes
Male,70,Yes,No,68,One year,Mailed check,Fiber optic,Yes,No,Yes,Yes,77.31,5237.03,No
Male,22,No,Yes,40,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,78.22,3129.88,Yes
Female,79,No,No,2,Two year,Bank transfer,Fiber optic,Yes,Yes,No,No,78.85,147.32,Yes
Male,28,No,No,19,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,67.92,1283.98,No
Female,44,Yes,No,70,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,77.41,5441.89,No
Female,32,Yes,No,11,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,77.25,862.31,Yes
Male,68,No,No,60,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,85.08,5090.45,No
Male,42,No,No,66,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,74.26,4905.52,No
Female,64,Yes,Yes,15,Two year,Credit card,Fiber optic,Yes,Yes,No,No,78.1,1156.44,No
Male,22,Yes,No,40,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,67.24,2679.98,Yes
Male,46,Yes,Yes,43,One year,Mailed check,Fiber optic,Yes,Yes,No,No,73.27,3181.48,No
Female,74,Yes,Yes,57,Two year,Credit card,Fiber optic,Yes,Yes,Yes,No,81.04,4670.03,No
Female,75,Yes,No,57,Two year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,86.62,4972.88,No
Male,30,Yes,No,4,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,81.82,332.84,No
Male,42,No,No,22,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,62.65,1382.03,No
Male,43,Yes,No,67,Two year,Credit card,Fiber optic,Yes,No,No,No,65.55,4412.2,No
Female,53,Yes,No,25,One year,Mailed check,DSL,Yes,Yes,No,Yes,57.57,1441.37,No
Female,51,Yes,Yes,17,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,75.15,1249.02,No
Female,24,No,No,45,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,69.15,3148.08,No
Female,65,Yes,No,14,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,78.09,1069.46,Yes
Female,31,Yes,No,10,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,80.29,827.09,Yes
Male,37,Yes,No,57,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,82.99,4745.43,No
Male,70,No,No,8,Month-to-month,Bank transfer,No,Yes,No,Yes,Yes,46.74,411.11,No
Female,60,No,Yes,64,Month-to-month,Mailed check,No,Yes,No,Yes,No,34.08,2198.57,No
Female,42,Yes,No,17,Two year,Credit card,No,Yes,No,Yes,Yes,39.25,655.48,No
Female,74,Yes,Yes,7,Month-to-month,Electronic check,No,Yes,No,Yes,No,33.33,255.04,Yes
Male,42,Yes,Yes,53,Two year,Bank transfer,DSL,Yes,No,Yes,Yes,68.72,3634.98,No
Male,53,No,Yes,12,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,78.07,917.29,No
Male,33,No,Yes,26,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,68.68,1749.02,Yes
Male,29,Yes,No,25,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,66.81,1667.88,Yes
Female,48,Yes,No,36,Month-to-month,Electronic check,No,Yes,Yes,No,No,30.31,1057.38,No
Female,52,No,No,34,One year,Bank transfer,No,Yes,No,Yes,No,27.24,954.89,Yes
Male,67,No,No,14,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,62.92,849.47,Yes
Male,42,Yes,No,16,Month-to-month,Electronic check,No,Yes,No,No,Yes,35.44,559.5,No
Female,73,Yes,Yes,13,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,79.46,1026.27,No
Male,55,Yes,Yes,3,One year,Credit card,Fiber optic,Yes,Yes,No,No,75.26,229.21,No
Female,22,No,No,46,Two year,Electronic check,DSL,No,No,No,Yes,55.06,2515.57,No
Female,63,No,No,33,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,46.19,1546.94,No
Male,53,No,No,7,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,78.02,549.43,Yes
Male,42,No,Yes,23,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,76.59,1761.28,Yes
Female,46,Yes,No,48,One year,Mailed check,DSL,Yes,Yes,No,Yes,56.51,2699.26,No
Female,36,Yes,No,20,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,80.97,1630.45,Yes
Male,56,Yes,No,28,Month-to-month,Credit card,No,Yes,Yes,No,Yes,37.93,1089.99,No
Female,53,No,Yes,53,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,76.02,4083.06,No
Female,45,No,No,48,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,32.26,1529.62,No
Female,35,Yes,No,50,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,73.87,3690.74,No
Male,42,Yes,No,27,Month-to-month,Bank transfer,No,No,No,No,Yes,25.28,644.54,No
Female,48,No,No,34,Two year,Bank transfer,Fiber optic,Yes,No,No,No,69.6,2380.08,No
Female,47,No,No,60,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,70.66,4212.37,No
Male,37,No,No,62,Month-to-month,Credit card,No,Yes,No,No,Yes,28.11,1748.57,No
Male,54,Yes,No,4,Month-to-month,Mailed check,No,Yes,No,Yes,No,37.0,172.7,No
Female,32,No,Yes,60,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,76.18,4562.35,Yes
Male,49,No,No,64,One year,Mailed check,No,Yes,No,Yes,Yes,42.44,2697.38,No
Male,25,No,No,67,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,88.32,5943.63,No
Male,47,No,No,19,Month-to-month,Electronic check,DSL,Yes,No,No,No,57.71,1110.73,No
Female,66,No,No,36,One year,Mailed check,Fiber optic,Yes,Yes,No,Yes,82.71,2955.13,No
Female,68,No,No,3,Month-to-month,Electronic check,Fiber optic,No,No,No,No,67.04,203.91,Yes
Male,61,No,No,7,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.86,590.92,Yes
Female,64,Yes,No,40,One year,Credit card,Fiber optic,No,No,Yes,Yes,90.42,3638.01,No
Male,22,Yes,No,14,Month-to-month,Bank transfer,DSL,Yes,No,Yes,Yes,64.78,909.37,No
Female,39,No,No,16,One year,Electronic check,DSL,No,No,Yes,Yes,60.82,1003.67,No
Female,58,No,No,21,Two year,Credit card,Fiber optic,No,No,Yes,Yes,80.52,1672.37,No
Female,67,Yes,No,33,Two year,Credit card,DSL,Yes,No,Yes,Yes,55.17,1825.15,No
Male,54,Yes,Yes,11,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,88.47,972.87,Yes
Female,70,No,No,57,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,86.08,4911.73,No
Male,34,No,Yes,48,Two year,Electronic check,DSL,Yes,No,Yes,Yes,67.57,3232.22,No
Female,27,No,Yes,56,One year,Mailed check,Fiber optic,Yes,Yes,No,No,80.56,4466.08,No
Male,23,Yes,No,66,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,73.93,4892.82,Yes
Male,54,No,No,43,Month-to-month,Bank transfer,No,Yes,No,No,No,27.51,1184.01,No
Male,59,No,No,26,One year,Bank transfer,No,Yes,Yes,Yes,Yes,47.44,1216.92,No
Female,35,Yes,No,70,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,89.82,6277.63,No
Male,66,Yes,Yes,40,Two year,Credit card,DSL,Yes,No,No,Yes,55.6,2200.49,No
Female,63,No,Yes,33,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,76.36,2482.63,No
Male,40,Yes,Yes,29,Month-to-month,Credit card,Fiber optic,No,No,No,No,53.08,1560.23,No
Male,32,No,Yes,2,One year,Credit card,Fiber optic,Yes,Yes,No,No,80.98,173.38,No
Female,64,No,No,68,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,76.01,5141.56,No
Male,59,No,No,58,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,74.78,4387.89,No
Female,28,Yes,No,50,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,71.17,3535.88,No
Female,33,No,Yes,15,Two year,Electronic check,No,Yes,Yes,Yes,Yes,51.79,791.08,Yes
Male,48,Yes,No,66,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,78.36,5171.78,No
Male,49,No,Yes,12,Month-to-month,Mailed check,Fiber optic,No,No,No,No,66.28,770.16,Yes
Male,28,Yes,No,17,Month-to-month,Mailed check,No,Yes,Yes,Yes,No,46.43,796.32,Yes
Female,76,No,No,5,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,89.18,442.2,Yes
Female,42,No,Yes,20,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,55.56,1098.44,No
Male,41,Yes,No,23,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,44.5,1049.9,Yes
Male,21,Yes,No,57,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,80.2,4583.6,No
Male,72,No,Yes,23,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,77.61,1799.39,Yes
Male,32,Yes,No,68,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.3,5660.07,No
Female,79,Yes,No,21,One year,Electronic check,DSL,Yes,Yes,Yes,Yes,67.76,1429.98,No
Female,48,Yes,Yes,37,Two year,Credit card,DSL,Yes,No,No,Yes,59.04,2184.08,No
Male,72,No,Yes,42,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,77.48,3264.11,Yes
Female,29,No,No,59,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,71.35,4190.44,No
Male,28,Yes,No,54,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,72.64,3875.27,Yes
Male,67,No,No,62,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,87.91,5477.48,No
Female,68,Yes,No,67,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,66.44,4451.16,No
Female,51,Yes,No,8,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,72.52,591.61,Yes
Female,19,Yes,No,6,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,88.76,518.87,No
Male,76,Yes,Yes,32,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,73.76,2355.87,No
Male,42,Yes,No,10,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,55.35,583.94,Yes
Male,76,No,No,35,One year,Electronic check,Fiber optic,Yes,Yes,No,No,65.06,2284.43,No
Male,71,Yes,No,42,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,68.6,2925.23,No
Female,70,No,No,19,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,82.63,1587.87,No
Female,60,Yes,Yes,7,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,68.29,464.67,No
Male,59,Yes,No,69,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,82.15,5677.44,No
Female,51,Yes,No,26,Month-to-month,Credit card,No,Yes,No,Yes,Yes,39.43,1058.76,No
Male,19,No,Yes,60,One year,Mailed check,Fiber optic,Yes,Yes,No,Yes,79.57,4778.72,No
Female,42,No,Yes,44,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,No,53.81,2380.5,Yes
Male,63,Yes,No,47,One year,Mailed check,No,Yes,Yes,No,Yes,32.78,1569.06,No
Male,68,Yes,No,56,One year,Electronic check,Fiber optic,Yes,No,No,No,74.6,4130.88,No
Female,52,Yes,No,19,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,87.99,1685.79,Yes
Male,61,No,Yes,15,Two year,Electronic check,Fiber optic,No,No,No,Yes,71.05,1092.66,Yes
Male,19,Yes,No,71,One year,Mailed check,Fiber optic,Yes,No,No,Yes,81.34,5759.48,No
Male,47,No,Yes,48,One year,Electronic check,Fiber optic,Yes,No,No,Yes,84.07,4056.37,No
Male,49,Yes,Yes,21,Month-to-month,Electronic check,No,Yes,Yes,Yes,No,31.31,657.47,Yes
Male,73,Yes,No,46,Two year,Credit card,Fiber optic,No,No,No,No,66.59,3029.17,No
Male,37,No,Yes,28,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,81.95,2310.46,No
Female,32,Yes,No,61,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,75.38,4597.69,No
Female,39,Yes,No,36,Month-to-month,Credit card,No,No,No,Yes,No,23.82,856.19,No
Male,28,No,Yes,22,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,62.58,1389.65,No
Male,52,Yes,Yes,49,One year,Electronic check,Fiber optic,Yes,No,No,Yes,75.71,3690.73,No
Female,57,Yes,No,54,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,63.12,3424.18,No
Female,67,Yes,Yes,26,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,94.11,2428.54,No
Female,78,Yes,Yes,54,Two year,Electronic check,Fiber optic,No,No,Yes,No,80.39,4371.13,No
Female,22,No,No,16,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,83.15,1353.2,No
Female,33,Yes,Yes,17,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,30.05,541.58,No
Male,36,No,No,59,Two year,Mailed check,Fiber optic,No,No,No,Yes,69.64,4117.77,No
Male,33,No,No,44,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,73.03,3204.92,No
Female,69,No,Yes,2,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,56.02,97.63,No
Female,26,No,No,48,Two year,Bank transfer,DSL,Yes,Yes,No,No,51.69,2465.34,No
Male,19,No,No,22,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,76.42,1677.74,Yes
Female,71,No,No,19,One year,Mailed check,Fiber optic,Yes,No,No,Yes,57.47,1078.13,No
Male,77,Yes,Yes,30,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,70.03,2107.37,Yes
Female,32,Yes,No,32,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,56.47,1791.02,No
Female,38,No,Yes,64,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,Yes,66.55,4246.67,No
Male,49,Yes,No,31,Two year,Mailed check,DSL,No,No,No,No,47.06,1451.1,No
Male,50,No,Yes,21,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,88.01,1832.65,No
Male,79,Yes,No,55,Month-to-month,Electronic check,Fiber optic,No,No,No,No,76.3,4189.39,Yes
Female,43,No,Yes,39,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,61.15,2396.56,No
Female,18,Yes,No,0,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,71.24,0.0,Yes
Male,44,No,No,45,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,53.36,2376.92,No
Male,52,Yes,No,36,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,93.38,3358.25,No
Female,50,Yes,Yes,41,Month-to-month,Electronic check,No,No,No,Yes,Yes,35.06,1414.86,No
Male,49,No,No,13,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,85.06,1132.54,Yes
Male,75,No,No,34,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,65.19,2202.34,No
Male,68,No,No,46,Month-to-month,Mailed check,DSL,Yes,Yes,No,No,50.49,2323.64,Yes
Female,33,No,No,48,One year,Bank transfer,DSL,Yes,No,Yes,No,49.43,2381.67,No
Female,40,Yes,Yes,48,Two year,Mailed check,No,Yes,No,Yes,Yes,38.35,1815.38,No
Male,59,No,No,71,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,72.05,5098.96,No
Female,43,Yes,Yes,36,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,84.34,3023.56,No
Female,44,Yes,Yes,30,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,83.81,2529.81,No
Male,28,Yes,Yes,39,Two year,Credit card,Fiber optic,No,No,No,Yes,81.94,3232.11,No
Female,33,Yes,No,23,Two year,Credit card,Fiber optic,Yes,No,No,No,69.23,1629.43,No
Female,63,No,No,22,One year,Credit card,Fiber optic,Yes,No,No,No,71.21,1592.14,Yes
Male,70,No,No,49,Month-to-month,Credit card,No,Yes,No,No,Yes,31.92,1539.38,No
Male,66,Yes,Yes,22,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,76.52,1666.01,No
Female,37,No,No,53,Two year,Mailed check,Fiber optic,Yes,No,Yes,No,80.05,4270.31,No
Female,26,Yes,No,53,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,68.62,3667.45,No
Male,27,Yes,No,68,One year,Bank transfer,DSL,Yes,No,Yes,Yes,73.32,5001.4,No
Female,42,No,Yes,9,Two year,Electronic check,DSL,Yes,No,No,Yes,53.05,493.59,No
Female,50,Yes,No,26,One year,Electronic check,DSL,Yes,No,Yes,No,56.3,1455.24,No
Male,73,Yes,No,55,One year,Credit card,DSL,No,No,No,Yes,45.78,2552.29,No
Female,73,No,No,30,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,61.69,1836.14,No
Male,18,Yes,No,47,Two year,Electronic check,No,Yes,Yes,No,Yes,28.36,1300.82,No
Female,61,Yes,Yes,52,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,87.96,4589.92,No
Male,36,No,No,63,Two year,Electronic check,Fiber optic,No,No,No,No,59.16,3715.13,No
Male,30,Yes,Yes,16,Month-to-month,Electronic check,DSL,Yes,No,No,No,45.08,695.34,Yes
Female,52,No,No,18,One year,Mailed check,DSL,Yes,Yes,Yes,No,57.18,1046.72,No
Male,20,No,No,33,Two year,Mailed check,DSL,Yes,No,Yes,Yes,68.65,2228.8,No
Female,38,Yes,Yes,36,One year,Mailed check,DSL,Yes,Yes,No,Yes,59.53,2152.07,No
Male,52,Yes,No,65,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,79.39,5151.17,Yes
Female,34,Yes,Yes,2,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,70.81,173.65,Yes
Female,54,No,Yes,17,Two year,Electronic check,DSL,Yes,No,Yes,No,54.7,939.04,No
Female,46,Yes,No,65,One year,Mailed check,Fiber optic,Yes,Yes,No,Yes,70.17,4582.61,No
Male,67,No,No,44,Month-to-month,Bank transfer,No,Yes,Yes,No,Yes,29.51,1276.55,Yes
Male,29,Yes,No,48,Two year,Electronic check,DSL,Yes,Yes,Yes,Yes,66.57,3161.5,No
Female,21,No,No,17,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,79.76,1348.59,Yes
Female,50,Yes,Yes,44,Two year,Bank transfer,Fiber optic,Yes,No,No,No,72.79,3215.16,No
Female,33,Yes,No,26,One year,Electronic check,Fiber optic,Yes,No,Yes,No,77.27,2010.54,No
Male,61,Yes,No,52,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,86.08,4499.42,No
Female,23,No,Yes,6,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,89.81,549.77,No
Male,53,No,No,20,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,27.96,538.2,Yes
Male,79,Yes,No,46,Two year,Credit card,DSL,Yes,No,No,No,37.26,1723.42,No
Female,23,Yes,Yes,43,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,67.96,2925.85,Yes
Male,36,Yes,No,60,Two year,Bank transfer,Fiber optic,Yes,No,No,No,70.69,4266.77,No
Female,70,Yes,No,57,One year,Bank transfer,No,Yes,Yes,Yes,Yes,44.86,2538.23,Yes
Male,51,No,Yes,1,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,80.47,67.21,No
Male,28,No,No,6,Month-to-month,Credit card,No,Yes,No,Yes,Yes,40.6,251.55,No
Male,31,No,Yes,25,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,78.6,1993.35,Yes
Female,65,Yes,Yes,69,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,70.07,4830.85,No
Female,71,Yes,No,34,One year,Electronic check,No,Yes,No,No,No,26.75,921.41,No
Female,40,No,No,64,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,84.98,5439.59,No
Female,47,Yes,Yes,4,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,68.94,274.92,Yes
Female,66,No,No,69,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,88.55,6132.88,Yes
Female,28,Yes,No,4,One year,Bank transfer,DSL,Yes,No,No,Yes,44.2,179.01,No
Female,30,Yes,No,58,Month-to-month,Electronic check,No,No,No,No,No,15.87,911.6,No
Male,66,No,No,63,Month-to-month,Bank transfer,No,Yes,No,No,No,22.2,1388.84,No
Male,29,Yes,No,21,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,68.83,1439.36,Yes
Male,65,No,Yes,21,One year,Electronic check,DSL,Yes,Yes,No,No,52.18,1081.85,No
Male,48,Yes,No,41,One year,Credit card,Fiber optic,Yes,No,No,Yes,76.74,3141.75,No
Female,79,Yes,No,51,Two year,Mailed check,Fiber optic,Yes,No,No,No,73.7,3759.89,No
Male,20,Yes,No,8,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,68.54,554.05,Yes
Male,76,Yes,No,17,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,81.87,1372.05,Yes
Female,31,Yes,Yes,54,One year,Electronic check,No,Yes,No,No,No,30.59,1643.56,No
Female,20,Yes,Yes,58,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.22,4819.59,No
Female,62,No,No,11,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,68.38,736.86,Yes
Male,51,No,No,64,Two year,Electronic check,No,No,No,Yes,No,28.6,1818.52,No
Male,69,Yes,No,62,One year,Credit card,No,Yes,No,Yes,Yes,36.82,2300.94,No
Female,24,Yes,No,62,Two year,Credit card,Fiber optic,No,No,Yes,Yes,73.87,4607.38,No
Male,23,Yes,Yes,17,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,79.14,1339.11,No
Male,53,No,Yes,48,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,73.51,3514.05,No
Male,72,No,No,11,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,79.06,868.07,No
Female,43,Yes,No,14,One year,Electronic check,DSL,No,No,Yes,No,41.51,582.83,No
Female,67,Yes,No,5,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,80.35,415.62,No
Female,74,Yes,Yes,35,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,66.37,2314.85,No
Female,71,Yes,No,51,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,79.84,4061.05,Yes
Female,49,Yes,No,14,Month-to-month,Electronic check,No,Yes,No,No,No,23.89,383.46,No
Male,61,No,Yes,13,One year,Mailed check,No,Yes,No,Yes,No,32.36,394.84,No
Female,50,Yes,Yes,19,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,80.26,1542.98,No
Male,59,Yes,No,14,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,53.94,784.99,Yes
Male,53,Yes,No,59,One year,Bank transfer,DSL,Yes,No,No,No,47.17,2777.79,No
Female,50,No,No,12,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,82.17,994.83,Yes
Male,45,Yes,No,20,Two year,Bank transfer,No,Yes,Yes,Yes,No,35.37,673.95,No
